1.118730785400657268e+01,-9.119824260260409599e-01,-7.865187715002115443e-01,1.441674959833729452e-01,9.207133223748344142e-02,1.300715851395969624e-01,1.401318692457039217e-01,8.406718616846144132e-02,2.882799510696332571e-02,-5.779264652746553266e-02,1.819757006802064439e-02,1.137711106249768012e-01,9.854700445527951602e-02,-1.281778533520184105e-03,2.041461955080885529e-02
1.122814857674479683e+01,-8.071973882309058101e-01,-7.910561327403140552e-01,-2.616611391819196469e-02,9.166572282898979851e-03,-3.249631441231126683e-02,2.195357096753208087e-03,-2.195396675520363411e-02,1.894177180388746662e-02,3.443630603315075978e-02,-4.966387977603676368e-02,-1.862063663901563360e-01,-1.570488157222022507e-01,1.542898143305789643e-02,-3.652858744930928547e-02
1.127534683530530479e+01,-5.942827461325509431e-01,-6.814871013166324820e-01,-1.069953108915284862e-01,-4.243009829832381646e-02,-7.168401292030512906e-02,-9.003487220693066895e-02,-3.535348394602964156e-02,-4.591784408066790918e-02,5.607190386285967193e-02,6.649637838221715558e-02,2.005003995868573918e-01,1.505945141041473700e-01,-2.884403264298633987e-02,4.801947119461454777e-02
1.133026727404969591e+01,-4.203043707657849182e-01,-4.724944451557174241e-01,-1.636441326197417001e-01,-3.828856649449629418e-02,-5.566800226710832272e-02,-4.027536517845627800e-02,-2.151030805311885188e-02,-5.935522215076250580e-03,-1.113799280397124586e-01,-3.330145621972215031e-02,-1.573960753198072327e-01,-8.006716329046220659e-02,2.548158411394832110e-02,-5.548352254441868414e-02
1.140398110267656584e+01,-2.736892391542075642e-01,-1.760625141869415766e-01,-1.707094919152775669e-01,2.345029505975596007e-02,-8.808203064596155374e-03,7.566739942954063547e-02,8.810796288084992572e-03,5.898636467084296398e-02,2.125018829946866833e-02,-2.559951418234363008e-02,4.694808970688324479e-02,-2.367683116563057064e-02,-2.047515137179938688e-02,5.992670890965688668e-02
1.146904193981241882e+01,-1.659608855908945302e-01,1.028428973365195787e-01,-1.249284082973431548e-01,3.824128698045633351e-02,3.493542751655971668e-02,4.377208807533111007e-02,3.383717787205631905e-02,-3.683999059578729057e-02,1.082113110702936781e-01,4.442914495075567238e-02,8.642586228409492033e-02,1.146241837871604385e-01,1.435550316261385156e-02,-6.298753836423214014e-02
1.151943357457950867e+01,-9.078704150761288116e-02,3.105526855207805803e-01,-2.944069668734920417e-02,-7.235457497181717497e-03,5.579946821544961438e-02,-6.408391652660870574e-02,1.683588786925272265e-02,-4.617908451776765733e-02,-9.507010394363299421e-02,-9.143101364328351174e-03,-1.699146795336913540e-01,-1.563677843246717436e-01,3.117955075469396086e-04,6.528845421034888685e-02
1.156796350869207757e+01,-3.967152810056336076e-02,4.459661391844506051e-01,8.972402686672220629e-02,-4.092186484131719870e-02,3.842344699884321646e-02,-4.712144805084656635e-02,-3.265281207782244621e-02,7.511131883359757622e-02,-4.257519588073423872e-02,-2.663401274837938135e-02,1.635651750648875469e-01,1.366883736817302020e-01,-2.139205555506570183e-02,-6.647307206759263398e-02
1.160765338694677951e+01,-1.754596895059024053e-02,4.803428129032696337e-01,1.803063666063295933e-01,-4.450620400376784080e-02,-1.870488881477318927e-02,4.014255440109570222e-02,-3.889994873086070892e-02,9.852283235588244967e-03,1.208060487401002997e-01,1.552063691743410523e-02,-7.658249429479975501e-02,-6.787133591590466253e-02,4.354634431048681059e-02,6.594040664961731135e-02
1.163835075986315459e+01,-1.264848232264958496e-02,4.156833824777760311e-01,2.121141515969779123e-01,-1.238758242798669584e-02,-5.680376457796763173e-02,5.950138982786686709e-02,3.490133663990362123e-02,-8.694336359330365194e-02,-3.386317161616311799e-02,2.478716008883791178e-02,-3.873914408681784771e-02,-2.163901759156151156e-02,-5.898887710300752818e-02,-6.332477717504354786e-02
1.166483038102338554e+01,-1.649974458500261601e-02,2.798695635067474652e-01,1.727919380103742908e-01,4.062048455736939900e-02,-3.460547939189956984e-02,-6.229287649864972617e-03,5.774756416572088269e-02,2.697766633587758006e-02,-9.742186016894827105e-02,-3.644247578698534690e-02,1.253241159113147041e-01,9.864647578771795766e-02,6.579438353593378142e-02,5.859627474826135246e-02
1.168910153732676172e+01,-3.567638181593003194e-02,1.048338532106313087e-01,6.433566320156657026e-02,7.486734665417195400e-02,1.689679281230608773e-02,-5.857873524243014524e-02,-3.577213949125804260e-02,8.363531649706031079e-02,9.512484158572875881e-02,-1.309267922982872883e-03,-1.454463523600617869e-01,-1.360263416903433054e-01,-6.422200449509364584e-02,-5.176412827011147438e-02
1.171566181733822987e+01,-5.588144434275495176e-02,-6.839706483013575922e-02,-6.745151220290213079e-02,6.505882897970777234e-02,5.380958575259978116e-02,-2.153617548479515309e-02,-6.815171056579574782e-02,-5.468577584017667720e-02,3.766246441540806178e-02,4.751734339959764325e-02,9.593522753819647142e-02,1.220969994819775251e-01,5.541755070436731045e-02,4.294386565648344867e-02
