,hour,load_roll_mean_1d,load_lag24,load_roll_std_1d,temp3,dayofy,temp_gradient,temp2,load_roll_mean_2d,temp1,load
2017-01-10 17:00:00,17,84567.125,91919.0,6572.241694942897,39.2,10.0,2.650000000000002,35.8,88833.20833333333,33.9,85597.0
2017-01-10 18:00:00,18,84286.08333333333,95343.0,6226.532100034552,39.2,10.0,2.650000000000002,35.8,88655.4375,33.9,88598.0
2017-01-10 19:00:00,19,84031.91666666667,95891.0,5845.037827948787,39.2,10.0,2.650000000000002,35.8,88466.6875,33.9,89791.0
2017-01-10 20:00:00,20,83786.41666666667,94414.0,5503.791001125095,39.2,10.0,2.650000000000002,35.8,88252.83333333333,33.9,88522.0
2017-01-10 21:00:00,21,83562.54166666667,91915.0,5262.773057910233,39.2,10.0,2.650000000000002,35.8,88032.83333333333,33.9,86542.0
2017-01-10 22:00:00,22,83352.45833333333,87959.0,5179.619693771882,39.2,10.0,2.650000000000002,35.8,87802.35416666667,33.9,82917.0
2017-01-10 23:00:00,23,83187.66666666667,83118.0,5249.842330276394,54.9,10.0,13.25,32.9,87562.60416666667,28.4,79163.0
2017-01-11 00:00:00,0,83036.20833333333,79398.0,5413.802705799986,54.9,11.0,13.25,32.9,87313.35416666667,28.4,75763.0
2017-01-11 01:00:00,1,82908.04166666667,76666.0,5604.229889143635,54.9,11.0,13.25,32.9,87044.75,28.4,73590.0
2017-01-11 02:00:00,2,82824.0,74762.0,5745.054357029709,54.9,11.0,13.25,32.9,86768.10416666667,28.4,72745.0
2017-01-11 03:00:00,3,82769.79166666667,73694.0,5840.29583809399,54.9,11.0,13.25,32.9,86502.91666666667,28.4,72393.0
2017-01-11 04:00:00,4,82732.375,73604.0,5904.098950600929,54.9,11.0,13.25,32.9,86236.29166666667,28.4,72706.0
2017-01-11 05:00:00,5,82701.625,75101.0,5947.33664039116,54.9,11.0,13.25,32.9,85968.64583333333,28.4,74363.0
2017-01-11 06:00:00,6,82691.0,79261.0,5953.974689961692,54.9,11.0,13.25,32.9,85695.0625,28.4,79006.0
2017-01-11 07:00:00,7,82700.54166666667,85282.0,5958.48926708971,54.9,11.0,13.25,32.9,85414.95833333333,28.4,85511.0
2017-01-11 08:00:00,8,82706.29166666667,87766.0,5963.654361716754,54.9,11.0,13.25,32.9,85134.45833333333,28.4,87904.0
2017-01-11 09:00:00,9,82698.0,87266.0,5957.173877662496,54.9,11.0,13.25,32.9,84869.875,28.4,87067.0
2017-01-11 10:00:00,10,82682.875,87341.0,5945.3219996360685,54.9,11.0,13.25,32.9,84632.66666666667,28.4,86978.0
2017-01-11 11:00:00,11,82653.625,87257.0,5923.526540782665,54.9,11.0,13.25,32.9,84421.08333333333,28.4,86555.0
2017-01-11 12:00:00,12,82620.33333333333,86674.0,5902.155373927381,54.9,11.0,13.25,32.9,84233.47916666667,28.4,85875.0
2017-01-11 13:00:00,13,82577.25,86250.0,5878.23373538642,54.9,11.0,13.25,32.9,84067.58333333333,28.4,85216.0
2017-01-11 14:00:00,14,82522.45833333333,85833.0,5852.639998728701,54.9,11.0,13.25,32.9,83914.27083333333,28.4,84518.0
2017-01-11 15:00:00,15,82472.08333333333,84928.0,5836.214756879223,54.9,11.0,13.25,32.9,83769.91666666667,28.4,83719.0
2017-01-11 16:00:00,16,82415.875,84291.0,5824.419361339651,54.9,11.0,13.25,32.9,83623.20833333333,28.4,82942.0
2017-01-11 17:00:00,17,82359.125,85597.0,5798.654891345247,54.9,11.0,13.25,32.9,83463.125,28.4,84235.0
2017-01-11 18:00:00,18,82293.0,88598.0,5733.094641981957,54.9,11.0,13.25,32.9,83289.54166666667,28.4,87011.0
2017-01-11 19:00:00,19,82206.70833333333,89791.0,5629.990427664063,54.9,11.0,13.25,32.9,83119.3125,28.4,87720.0
2017-01-11 20:00:00,20,82127.875,88522.0,5550.400176035938,54.9,11.0,13.25,32.9,82957.14583333333,28.4,86630.0
2017-01-11 21:00:00,21,82035.45833333333,86542.0,5491.864156298963,54.9,11.0,13.25,32.9,82799.0,28.4,84324.0
2017-01-11 22:00:00,22,81943.04166666667,82917.0,5495.045906990866,54.9,11.0,13.25,32.9,82647.75,28.4,80699.0
2017-01-11 23:00:00,23,81818.73177083333,79163.0,5593.534188802293,28.9,11.0,3.0,21.2,82503.19921875,22.9,76179.5625
2017-01-12 00:00:00,0,81700.8984375,75763.0,5754.132499188782,28.9,12.0,3.0,21.2,82368.55338541667,22.9,72935.0
2017-01-12 01:00:00,1,81559.85677083333,73590.0,5997.90731693793,28.9,12.0,3.0,21.2,82233.94921875,22.9,70205.0
2017-01-12 02:00:00,2,81399.81510416667,72745.0,6287.588916723382,28.9,12.0,3.0,21.2,82111.90755208333,22.9,68904.0
2017-01-12 03:00:00,3,81233.6484375,72393.0,6581.781969211064,28.9,12.0,3.0,21.2,82001.72005208333,22.9,68405.0
2017-01-12 04:00:00,4,81066.94010416667,72706.0,6852.279478648105,28.9,12.0,3.0,21.2,81899.65755208333,22.9,68705.0
2017-01-12 05:00:00,5,80892.69010416667,74363.0,7079.572723418071,28.9,12.0,3.0,21.2,81797.15755208333,22.9,70181.0
2017-01-12 06:00:00,6,80718.1484375,79006.0,7179.049544736117,28.9,12.0,3.0,21.2,81704.57421875,22.9,74817.0
2017-01-12 07:00:00,7,80571.94010416667,85511.0,7112.619245139481,28.9,12.0,3.0,21.2,81636.24088541667,22.9,82002.0
2017-01-12 08:00:00,8,80459.23177083333,87904.0,7012.103861638828,28.9,12.0,3.0,21.2,81582.76171875,22.9,85199.0
2017-01-12 09:00:00,9,80383.60677083333,87067.0,6947.228349369641,28.9,12.0,3.0,21.2,81540.80338541667,22.9,85252.0
2017-01-12 10:00:00,10,80337.69010416667,86978.0,6905.263717335371,28.9,12.0,3.0,21.2,81510.28255208333,22.9,85876.0
2017-01-12 11:00:00,11,80323.31510416667,86555.0,6892.104691897341,28.9,12.0,3.0,21.2,81488.47005208333,22.9,86210.0
2017-01-12 12:00:00,12,80336.98177083333,85875.0,6903.907115472608,28.9,12.0,3.0,21.2,81478.65755208333,22.9,86203.0
2017-01-12 13:00:00,13,80378.56510416667,85216.0,6937.495769767407,28.9,12.0,3.0,21.2,81477.90755208333,22.9,86214.0
2017-01-12 14:00:00,14,80450.8984375,84518.0,6991.372749042053,28.9,12.0,3.0,21.2,81486.67838541667,22.9,86254.0
2017-01-12 15:00:00,15,80532.6484375,83719.0,7042.531715291364,28.9,12.0,3.0,21.2,81502.36588541667,22.9,85681.0
2017-01-12 16:00:00,16,80638.94010416667,82942.0,7099.497167529771,28.9,12.0,3.0,21.2,81527.40755208333,22.9,85493.0
2017-01-12 17:00:00,17,80773.98177083333,84235.0,7200.9717095912665,28.9,12.0,3.0,21.2,81566.55338541667,22.9,87476.0
