,load,temp1,temp2,temp3,weekday,season,dayofy
2015-07-17 22:00:00,109784,82.5,78.8,77.3,5,2,198
2015-07-17 23:00:00,102305,82.5,78.8,77.3,5,2,198
2015-07-18 00:00:00,94666,82.1,79.0,80.6,6,2,199
2015-07-18 01:00:00,88285,82.1,79.0,80.6,6,2,199
2015-07-18 02:00:00,83239,82.1,79.0,80.6,6,2,199
2015-07-18 03:00:00,79744,82.1,79.0,80.6,6,2,199
2015-07-18 04:00:00,77691,82.1,79.0,80.6,6,2,199
2015-07-18 05:00:00,76960,82.1,79.0,80.6,6,2,199
2015-07-18 06:00:00,77423,82.1,79.0,80.6,6,2,199
2015-07-18 07:00:00,78550,82.1,79.0,80.6,6,2,199
2015-07-18 08:00:00,83807,82.1,79.0,80.6,6,2,199
2015-07-18 09:00:00,91154,82.1,79.0,80.6,6,2,199
2015-07-18 10:00:00,98727,82.1,79.0,80.6,6,2,199
2015-07-18 11:00:00,105039,82.1,79.0,80.6,6,2,199
2015-07-18 12:00:00,109763,82.1,79.0,80.6,6,2,199
2015-07-18 13:00:00,112737,82.1,79.0,80.6,6,2,199
2015-07-18 14:00:00,114884,82.1,79.0,80.6,6,2,199
2015-07-18 15:00:00,116780,82.1,79.0,80.6,6,2,199
2015-07-18 16:00:00,118213,82.1,79.0,80.6,6,2,199
2015-07-18 17:00:00,118989,82.1,79.0,80.6,6,2,199
2015-07-18 18:00:00,118459,82.1,79.0,80.6,6,2,199
2015-07-18 19:00:00,116006,82.1,79.0,80.6,6,2,199
2015-07-18 20:00:00,112445,82.1,79.0,80.6,6,2,199
2015-07-18 21:00:00,109147,82.1,79.0,80.6,6,2,199
2015-07-18 22:00:00,105748,82.1,79.0,80.6,6,2,199
2015-07-18 23:00:00,99095,82.1,79.0,80.6,6,2,199
2015-07-19 00:00:00,92204,77.6,74.3,78.2,7,2,200
