,hour,load_roll_mean_1d,load_lag24,load_roll_std_1d,temp3,dayofy,temp_gradient,temp2,load_roll_mean_2d,temp1,load
2017-10-15 13:00:00,13,73871.29166666667,80795.0,8195.48104261968,52.6,288.0,0.1500000000000021,47.3,74198.60416666667,52.3,74354.0
2017-10-15 14:00:00,14,73531.625,82614.0,7983.572654616044,52.6,288.0,0.1500000000000021,47.3,73991.60416666667,52.3,74462.0
2017-10-15 15:00:00,15,73127.83333333333,84126.0,7663.076642132721,52.6,288.0,0.1500000000000021,47.3,73764.16666666667,52.3,74435.0
2017-10-15 16:00:00,16,72676.66666666667,85133.0,7232.173181523541,52.6,288.0,0.1500000000000021,47.3,73521.14583333333,52.3,74305.0
2017-10-15 17:00:00,17,72222.08333333333,85572.0,6710.446067702857,52.6,288.0,0.1500000000000021,47.3,73285.45833333333,52.3,74662.0
2017-10-15 18:00:00,18,71817.0,84731.0,6196.23895741636,52.6,288.0,0.1500000000000021,47.3,73079.8125,52.3,75009.0
2017-10-15 19:00:00,19,71489.29166666667,84442.0,5686.510448874433,52.6,288.0,0.1500000000000021,47.3,72926.77083333333,52.3,76577.0
2017-10-15 20:00:00,20,71232.66666666667,83591.0,5237.909927233429,52.6,288.0,0.1500000000000021,47.3,72800.14583333333,52.3,77432.0
2017-10-15 21:00:00,21,70982.875,80900.0,4888.10582423567,52.6,288.0,0.1500000000000021,47.3,72677.02083333333,52.3,74905.0
2017-10-15 22:00:00,22,70736.08333333333,77936.0,4666.279450034145,52.6,288.0,0.1500000000000021,47.3,72563.625,52.3,72013.0
2017-10-15 23:00:00,23,70508.5,73931.0,4636.785261927866,52.6,288.0,0.1500000000000021,47.3,72455.20833333333,52.3,68469.0
2017-10-16 00:00:00,0,70255.91666666667,70971.0,4773.587739406431,52.8,289.0,-2.3000000000000007,53.5,72354.52083333333,57.4,64909.0
2017-10-16 01:00:00,1,70037.125,67991.0,4997.018670407966,52.8,289.0,-2.3000000000000007,53.5,72275.39583333333,57.4,62740.0
2017-10-16 02:00:00,2,69857.625,65820.0,5227.164937904498,52.8,289.0,-2.3000000000000007,53.5,72220.35416666667,57.4,61512.0
2017-10-16 03:00:00,3,69710.20833333333,64165.0,5440.23546468778,52.8,289.0,-2.3000000000000007,53.5,72175.72916666667,57.4,60627.0
2017-10-16 04:00:00,4,69606.79166666667,63166.0,5591.534043062336,52.8,289.0,-2.3000000000000007,53.5,72148.91666666667,57.4,60684.0
2017-10-16 05:00:00,5,69539.08333333333,63196.0,5681.650440840144,52.8,289.0,-2.3000000000000007,53.5,72137.02083333333,57.4,61571.0
2017-10-16 06:00:00,6,69648.125,63555.0,5586.120706619925,52.8,289.0,-2.3000000000000007,53.5,72194.35416666667,57.4,66172.0
2017-10-16 07:00:00,7,69980.70833333333,65116.0,5541.997461905605,52.8,289.0,-2.3000000000000007,53.5,72351.6875,57.4,73098.0
2017-10-16 08:00:00,8,70369.33333333333,66543.0,5616.966291411652,52.8,289.0,-2.3000000000000007,53.5,72532.14583333333,57.4,75870.0
2017-10-16 09:00:00,9,70684.04166666667,68613.0,5724.838266022484,52.8,289.0,-2.3000000000000007,53.5,72660.29166666667,57.4,76166.0
2017-10-16 10:00:00,10,70939.95833333333,70470.0,5850.751787288786,52.8,289.0,-2.3000000000000007,53.5,72727.4375,57.4,76612.0
2017-10-16 11:00:00,11,71123.70833333333,72271.0,5962.55478129476,52.8,289.0,-2.3000000000000007,53.5,72736.875,57.4,76681.0
2017-10-16 12:00:00,12,71257.45833333333,73704.0,6058.187431461945,52.8,289.0,-2.3000000000000007,53.5,72698.5625,57.4,76914.0
2017-10-16 13:00:00,13,71372.25,74354.0,6144.892974977373,52.8,289.0,-2.3000000000000007,53.5,72621.77083333333,57.4,77109.0
2017-10-16 14:00:00,14,71496.29166666667,74462.0,6239.296751615783,52.8,289.0,-2.3000000000000007,53.5,72513.95833333333,57.4,77439.0
2017-10-16 15:00:00,15,71611.70833333333,74435.0,6321.1054033246855,52.8,289.0,-2.3000000000000007,53.5,72369.77083333333,57.4,77205.0
2017-10-16 16:00:00,16,71728.54166666667,74305.0,6398.489583856727,52.8,289.0,-2.3000000000000007,53.5,72202.60416666667,57.4,77109.0
2017-10-16 17:00:00,17,71831.5,74662.0,6467.255207045433,52.8,289.0,-2.3000000000000007,53.5,72026.79166666667,57.4,77133.0
2017-10-16 18:00:00,18,71923.5,75009.0,6529.8243401378095,52.8,289.0,-2.3000000000000007,53.5,71870.25,57.4,77217.0
2017-10-16 19:00:00,19,72031.75,76577.0,6631.072745859614,52.8,289.0,-2.3000000000000007,53.5,71760.52083333333,57.4,79175.0
2017-10-16 20:00:00,20,72144.83333333333,77432.0,6749.258694667788,52.8,289.0,-2.3000000000000007,53.5,71688.75,57.4,80146.0
2017-10-16 21:00:00,21,72277.0,74905.0,6836.15766094008,52.8,289.0,-2.3000000000000007,53.5,71629.9375,57.4,78077.0
