7.415182037991665129e+04,7.149105673662695153e+03,2.087410779952002486e+03,3.139921028862986532e+02,5.432733306449902955e+01,-1.656269482232352486e+00
7.306277092528715730e+04,4.382563565582890988e+03,9.277877626785560778e+02,-1.378732098116327904e+02,-2.647420707273184348e+00,5.398376972800294382e+00
7.245097522093784937e+04,1.611720331604465855e+03,1.433099674319797998e+02,-2.201979472175158605e+02,-4.967451118704846635e+01,-1.013306156791317392e+01
7.228823233823521878e+04,-8.482243684141042195e+02,-3.189757833230472670e+02,1.093852307884827155e+02,3.955144522280992447e+00,1.562743819284333036e+01
7.252652726885542506e+04,-2.757045947158471336e+03,-4.898096933683092402e+02,1.906336411260284081e+02,5.982474101568061542e+01,-2.313001046989426257e+01
7.311440538315150479e+04,-3.884481811679752809e+03,-3.188057138244025737e+02,-7.752953844192991539e+01,-3.043301308330158506e+01,3.184469387842145238e+01
7.399839990966713231e+04,-3.378729876838990549e+03,-4.130063126090194032e+02,-1.449895409590427846e+02,-4.422694411235706724e+01,-4.444723514804891096e+01
7.589796091658972728e+04,-2.457951697067884652e+03,-1.513535657943670287e+02,1.665421574836713248e+01,5.497596939232991531e+01,4.871416113139787285e+01
7.854690207879831723e+04,-1.354558213779481548e+03,1.615365766861280008e+02,8.846260436210428679e+01,-1.943866841813616375e+01,-3.990437764958324607e+01
8.167487312626914354e+04,-3.139527070816741912e+02,2.816618410568200943e+02,3.419556205339828381e+01,3.631690055375310866e+00,1.959048764626112415e+01
8.503232883038981527e+04,4.250365476967737663e+02,1.988947541040683689e+02,-4.308513740489959076e+01,1.077640568198383164e+01,4.048599531528794593e+00
8.838860358675527095e+04,8.528450436675238961e+02,6.237020632985468893e+01,-1.662696665372128990e+01,-4.480713339189619404e+01,-1.838473670770771307e+01
9.154849208454652398e+04,1.097032189923410670e+03,5.282956346532131420e+00,2.227067057908261916e+01,5.789161440507893985e+01,1.703048419875150543e+01
9.436372870046868047e+04,1.251651507691928600e+03,-1.619398592470836817e+01,-2.888391200675464532e+01,-1.528472235469007501e+01,-3.017587875003524100e+00
9.674684888928569853e+04,1.426140826678888743e+03,-1.957241176500262370e+01,-4.799861243317001147e+00,-5.394314991574939455e+01,-1.167429304095706044e+01
9.860874925630079815e+04,1.683802936373160946e+03,-3.816540410095067415e+01,6.888071971741781852e+01,7.983280163986894706e+01,1.289969006937614182e+01
9.986955656808182539e+04,1.951183314401208918e+03,-4.937682889894148275e+01,-4.217696108070379779e+01,-1.492974613763946046e+01,7.436536340693482572e-01
1.005295389096683211e+05,2.101856866626736519e+03,1.241511332160586250e+02,-1.271902923287488960e+02,-5.644004863312787990e+01,-2.091656854927954257e+01
1.005727190439779806e+05,2.079084596994219282e+03,2.883863253857359155e+02,1.194576156674338989e+02,1.697795725560427726e+01,4.137446071912190604e+01
9.989043060810025781e+04,1.988746423382118337e+03,1.852432646722602883e+01,2.605127002883642149e+02,3.354505172110861366e+01,-5.275910995883088361e+01
9.843171176210009435e+04,2.012982837259245798e+03,-4.081632261468657248e+02,-1.372141112701353904e+02,7.186812172545691624e+01,4.581461633261389466e+01
9.624822227752582694e+04,2.175819907629069803e+03,-3.325569147827239362e+02,-4.340453976865061918e+02,-1.486653608336335139e+02,-1.777451185146282953e+01
9.344836438216954411e+04,2.289610343662222476e+03,4.233342762406624047e+02,7.243361870435508365e+01,-2.969866542614435900e+01,-2.404395534989824412e+01
9.008320320651285874e+04,1.888789082236595277e+03,9.492852330607489648e+02,4.932697666848734457e+02,2.115115413785408975e+02,5.394117012722528415e+01
8.629488425884560274e+04,6.893626638910442352e+02,4.852417805744210568e+02,3.806733914154600740e+01,-9.479271249547041123e+01,-4.976332995625685385e+01
8.247668920359673211e+04,-9.735461848386294150e+02,-3.108565081179606864e+02,-3.553553597490887910e+02,-9.358269844594725839e+01,2.265154755576621071e+01
7.904914827406112454e+04,-2.584736745859007442e+03,-5.848583103602692290e+02,-1.006967550665823268e+02,8.287668495282416359e+01,3.266852272686354919e+00
7.633712698424463451e+04,-3.755420974248660059e+03,-3.222541724575891635e+02,1.560390961770824276e+02,-6.122826836148500540e+00,-1.236810687874702630e+01
7.460199170233348559e+04,-4.291088140457533882e+03,-9.197607471090070419e+01,7.978761996915648069e+01,3.734356512160572183e+00,2.550536353930436206e+00
7.406567261757641973e+04,-4.284738405668224004e+03,-1.782060502378881210e+02,-3.424922003668275039e+01,-8.716581491319468356e+00,1.323763985767707219e+01
